GameResult,PlayerHand,DealerHand,Money,Doubled,Split,CardsRemaining
Lose,[Clubs Six] [Spades Two] [Hearts Eight] [Clubs King],[Clubs Ace] [Diamonds King],435.0,False,False,186
Lose,[Spades Four] [Clubs Six] [Diamonds Six] [Hearts Nine],[Spades Ace] [Diamonds Jack],420.0,False,False,180
Lose,[Hearts Six] [Spades Five] [Clubs Nine],[Spades Ace] [Clubs Jack],390.0,True,False,175
Lose,[Hearts Jack] [Diamonds Eight],[Clubs Ace] [Spades Four] [Clubs Four],375.0,False,False,170
Lose,[Diamonds Eight] [Diamonds Two] [Diamonds Eight],[Spades Seven] [Hearts Seven] [Spades Ace] [Spades Six],345.0,True,False,163
Lose,[Spades Ten] [Clubs Six],[Spades Three] [Spades Nine] [Diamonds Seven],330.0,False,False,158
Win,[Spades King] [Clubs Eight],[Clubs Eight] [Spades Four] [Clubs Ace] [Clubs Three] [Clubs Six],345.0,False,False,151
Win,[Spades King] [Diamonds Six] [Spades Three],[Clubs Jack] [Spades Seven],360.0,False,False,146
Lose,[Diamonds Five] [Spades Jack] [Diamonds Two],[Diamonds King] [Spades Four] [Diamonds Seven],345.0,False,False,140
Lose,[Spades Six] [Spades Queen],[Clubs Five] [Diamonds Nine] [Hearts Seven],330.0,False,False,135
Win,[Clubs Nine] [Clubs Five],[Hearts Four] [Hearts Nine] [Spades Three] [Clubs Ten],345.0,False,False,129
Lose,[Hearts Four] [Spades Nine] [Diamonds Ten],[Diamonds Queen] [Hearts Nine],330.0,False,False,124
Win,[Clubs Eight] [Diamonds Jack],[Spades Six] [Diamonds Ace],360.0,True,True,117
Lose,[Spades Eight] [Hearts Two] [Clubs Two],[Spades Six] [Diamonds Ace],330.0,True,True,117
Blackjack,[Spades Two] [Clubs Nine] [Spades King],[Hearts Eight] [Hearts Four] [Clubs King],375.0,True,False,111
Lose,[Hearts Ten] [Clubs Five],[Clubs Two] [Clubs Six] [Spades King],360.0,False,False,106
Blackjack,[Diamonds Ace] [Hearts Jack],[Hearts Three] [Diamonds Three] [Spades Two] [Hearts Six] [Spades Queen],382.5,False,False,99
Lose,[Spades Two] [Hearts Five] [Clubs Queen],[Hearts Two] [Hearts Three] [Spades Queen] [Diamonds Four],367.5,False,False,92
Lose,[Hearts Ace] [Diamonds Six] [Spades Eight],[Diamonds Two] [Spades Jack] [Hearts Seven],352.5,False,False,86
Win,[Diamonds Five] [Spades Five] [Diamonds Queen],[Hearts Two] [Spades Eight] [Clubs Seven],382.5,True,False,80
Win,[Diamonds Ten] [Spades Ten],[Spades Nine] [Diamonds Three] [Clubs Three] [Hearts Jack],397.5,False,False,74
Lose,[Spades Two] [Clubs Ace] [Clubs Six],[Spades Jack] [Hearts Queen],382.5,False,False,69
Lose,[Diamonds Three] [Spades Four] [Clubs Queen],[Hearts Ten] [Hearts Nine],367.5,False,False,64
Win,[Spades King] [Hearts Nine],[Hearts Five] [Spades Ten] [Spades Ace] [Hearts King],382.5,False,False,58
Lose,[Spades Five] [Spades Jack] [Spades Queen],[Diamonds Nine] [Spades Seven] [Spades Four],367.5,False,False,52
Push,[Hearts King] [Hearts Ten],[Clubs Jack] [Spades Ten],367.5,False,False,48
Lose,[Diamonds Seven] [Clubs Four] [Clubs Four],[Clubs Seven] [Clubs Jack],337.5,True,False,43
Win,[Diamonds Nine] [Spades Five],[Spades Three] [Diamonds Ace] [Clubs King] [Hearts King],352.5,False,False,37
Lose,[Hearts Ten] [Hearts Four] [Clubs Jack],[Diamonds Seven] [Spades Two] [Diamonds Three] [Spades Seven],337.5,False,False,30
Win,[Diamonds Ace] [Hearts Three] [Diamonds Eight],[Hearts Six] [Hearts Jack] [Diamonds Eight],367.5,True,False,24
Lose,[Clubs Eight] [Hearts Queen],[Clubs Ten] [Diamonds Jack],352.5,False,False,20
Blackjack,[Hearts Ace] [Hearts King],[Spades Jack] [Diamonds King],375.0,False,False,16
Win,[Spades Three] [Hearts King] [Spades Seven],[Clubs Queen] [Hearts Nine],390.0,False,False,11
Push,[Spades Seven] [Clubs Two] [Spades Eight],[Spades Four] [Spades Four] [Clubs Nine],390.0,True,False,306
Win,[Clubs Eight] [Clubs Ace],[Hearts Queen] [Diamonds Six] [Spades Eight],405.0,False,False,301
Win,[Hearts Eight] [Clubs Three] [Diamonds Four],[Diamonds Seven] [Spades Nine] [Diamonds Nine],435.0,True,False,295
Win,[Diamonds King] [Diamonds Queen],[Clubs Seven] [Diamonds Ten],450.0,False,False,291
Win,[Spades Queen] [Spades Six],[Hearts Six] [Diamonds Eight] [Spades Ten],465.0,False,False,286
Blackjack,[Clubs Six] [Clubs Jack] [Clubs Five],[Diamonds Ten] [Hearts Jack],487.5,False,False,281
Win,[Clubs Ten] [Clubs Two],[Hearts Four] [Diamonds Six] [Spades Three] [Diamonds Queen],502.5,False,False,275
Win,[Spades Four] [Hearts Seven] [Spades Six],[Clubs Four] [Spades Nine] [Hearts Ace] [Spades Jack],532.5,True,False,268
Lose,[Diamonds Two] [Hearts Five] [Spades Five],[Clubs Four] [Diamonds Seven] [Hearts Ten],517.5,False,False,262
Lose,[Clubs Six] [Hearts Jack],[Spades Four] [Diamonds Ten] [Hearts Six],502.5,False,False,257
Win,[Diamonds Queen] [Diamonds Ten],[Clubs Five] [Diamonds Jack] [Hearts Ten],517.5,False,False,252
Win,[Hearts Six] [Hearts Four] [Spades Ten],[Hearts Six] [Hearts King] [Spades Queen],547.5,True,False,246
Lose,[Hearts Five] [Clubs Ace] [Hearts Jack],[Hearts Two] [Clubs Queen] [Spades Six],532.5,False,False,240
Lose,[Spades Three] [Diamonds Jack],[Clubs Six] [Spades Two] [Spades Ace],517.5,False,False,235
Blackjack,[Clubs Queen] [Hearts Ace],[Hearts King] [Clubs Ace],540.0,False,False,231
Lose,[Spades Jack] [Diamonds Seven],[Diamonds Five] [Spades Ace] [Diamonds Jack] [Hearts Two],525.0,False,False,225
Lose,[Hearts Eight] [Diamonds King],[Spades Three] [Diamonds Jack] [Clubs Six],510.0,False,False,220
Win,[Hearts Seven] [Clubs Queen],[Spades King] [Spades Five] [Diamonds Eight],525.0,False,False,215
Win,[Diamonds King] [Clubs Two] [Hearts Eight],[Hearts King] [Clubs Nine],540.0,False,False,210
Win,[Hearts Seven] [Spades King],[Hearts Jack] [Spades Three] [Diamonds King],555.0,False,False,205
Win,[Clubs Jack] [Hearts Seven],[Spades Seven] [Hearts Seven] [Clubs Jack],570.0,False,False,200
Lose,[Clubs Eight] [Hearts Ten],[Spades King] [Spades Ten],555.0,False,False,196
Win,[Diamonds Six] [Diamonds Four] [Hearts Queen],[Clubs Eight] [Diamonds Six] [Hearts Eight],585.0,True,False,190
Win,[Hearts Five] [Spades Two] [Diamonds Four],[Diamonds Four] [Spades Ace] [Hearts Nine] [Clubs Ten],600.0,False,False,183
Lose,[Clubs Seven] [Hearts Ten],[Spades Queen] [Hearts Ace],585.0,False,False,179
Lose,[Spades Nine] [Clubs Three] [Hearts Three] [Diamonds Ten],[Spades King] [Clubs Four] [Diamonds Ace] [Hearts King],570.0,False,False,171
Lose,[Clubs Seven] [Diamonds Six] [Spades Jack],[Diamonds Nine] [Clubs Three] [Diamonds Eight],555.0,False,False,165
Lose,[Diamonds Seven] [Clubs Three] [Diamonds Three] [Spades Nine],[Hearts King] [Clubs Queen],540.0,False,False,159
Win,[Spades Eight] [Clubs Ace],[Spades Ace] [Diamonds Two] [Diamonds Two] [Clubs Nine] [Hearts Two] [Spades Jack],555.0,False,False,151
Win,[Hearts Queen] [Diamonds Two],[Clubs Six] [Spades King] [Diamonds Ten],570.0,False,False,146
Lose,[Clubs Four] [Clubs Five] [Hearts Four],[Diamonds Five] [Hearts Nine] [Spades Two] [Diamonds Five],540.0,True,False,139
Lose,[Spades Eight] [Spades Six] [Hearts Two] [Diamonds Nine],[Clubs Seven] [Spades Seven] [Spades Queen],525.0,False,False,132
Win,[Hearts Queen] [Clubs Two],[Diamonds Five] [Clubs Nine] [Spades Two] [Clubs Jack],540.0,False,False,126
Win,[Clubs Queen] [Clubs King],[Spades Five] [Spades Ten] [Clubs King],555.0,False,False,121
Lose,[Clubs Seven] [Hearts Nine] [Diamonds Jack],[Clubs Jack] [Clubs Five] [Spades Two],540.0,False,False,115
Push,[Clubs Ten] [Spades Two] [Clubs Five],[Spades Eight] [Spades Three] [Spades Ace] [Diamonds Five],540.0,False,False,108
Lose,[Clubs Three] [Diamonds Nine] [Diamonds King],[Clubs Nine] [Diamonds Ace],525.0,False,False,103
Lose,[Spades Ten] [Hearts Eight],[Hearts Two] [Diamonds Eight] [Hearts King],510.0,False,False,98
Lose,[Spades Seven] [Hearts Five] [Diamonds King],[Clubs Ten] [Clubs Eight],495.0,False,False,93
Win,[Hearts Nine] [Clubs Eight],[Clubs Four] [Hearts Ten] [Diamonds Queen],510.0,False,True,86
Win,[Diamonds Nine] [Hearts Six],[Clubs Four] [Hearts Ten] [Diamonds Queen],525.0,False,True,86
Lose,[Hearts Three] [Hearts Three] [Clubs Queen] [Clubs Six],[Diamonds Queen] [Clubs King],510.0,False,False,80
Lose,[Hearts Ace] [Hearts Seven] [Spades Six],[Diamonds Three] [Clubs Nine] [Diamonds Eight],480.0,True,False,74
Lose,[Hearts Two] [Spades Seven] [Hearts Four] [Spades Jack],[Diamonds Ace] [Spades Four] [Spades Five],465.0,False,False,67
Win,[Diamonds Seven] [Clubs Two] [Hearts Eight],[Diamonds Four] [Hearts Jack] [Diamonds Ace] [Hearts Nine],495.0,True,False,60
Lose,[Diamonds Queen] [Hearts Four] [Hearts Queen],[Spades Ten] [Clubs Seven],480.0,False,False,55
Push,[Clubs King] [Hearts Ten],[Hearts Nine] [Diamonds Ace],480.0,False,False,51
Blackjack,[Hearts Ace] [Diamonds Three] [Diamonds Seven],[Hearts Four] [Clubs Ace] [Hearts Queen] [Spades Five],502.5,False,True,42
Push,[Diamonds Ace] [Spades Nine],[Hearts Four] [Clubs Ace] [Hearts Queen] [Spades Five],502.5,False,True,42
Lose,[Hearts Six] [Spades Seven] [Spades Ace] [Diamonds Nine],[Spades Eight] [Hearts Ace],487.5,False,False,36
Lose,[Clubs Ten] [Hearts Five],[Spades Five] [Clubs Four] [Spades Queen],472.5,False,False,31
Lose,[Clubs Jack] [Clubs Eight],[Hearts Jack] [Clubs Five] [Diamonds Five],457.5,False,False,26
Lose,[Diamonds Two] [Clubs Ace] [Spades Jack] [Spades Four],[Diamonds Eight] [Spades Three] [Spades Queen],442.5,False,False,19
Push,[Clubs King] [Spades Six] [Diamonds Three],[Diamonds Jack] [Hearts Three] [Hearts Three] [Hearts Three],442.5,False,False,12
Win,[Diamonds Eight] [Hearts Four] [Clubs Six],[Diamonds Queen] [Diamonds Seven],457.5,False,False,307
Lose,[Hearts Seven] [Spades Seven] [Diamonds Jack],[Clubs Ace] [Diamonds Jack],442.5,False,False,302
Win,[Spades Two] [Clubs Queen] [Hearts Seven],[Hearts King] [Hearts Eight],457.5,False,False,297
Blackjack,[Clubs Ace] [Diamonds Jack],[Clubs Two] [Clubs Nine] [Clubs Eight],480.0,False,False,292
Lose,[Hearts Ten] [Hearts Six] [Spades King],[Hearts Queen] [Diamonds Nine],465.0,False,False,287
Lose,[Diamonds Four] [Hearts Five] [Diamonds Four],[Clubs Six] [Spades Five] [Hearts Five] [Clubs Ace],435.0,True,False,280
Lose,[Clubs Seven] [Hearts Seven] [Clubs King],[Hearts King] [Clubs King],420.0,False,False,275
Win,[Spades Queen] [Clubs Two],[Spades Six] [Clubs Nine] [Spades Jack],435.0,False,False,270
Lose,[Hearts Three] [Hearts Ten] [Hearts Ten],[Clubs King] [Spades Three] [Hearts King],420.0,False,False,264
Lose,[Spades Three] [Spades Five] [Clubs Ten],[Hearts Jack] [Diamonds Jack],405.0,False,False,259
Win,[Spades Three] [Hearts Ten],[Clubs Five] [Clubs Jack] [Diamonds Jack],420.0,False,False,254
Lose,[Spades Ten] [Diamonds Queen],[Spades Five] [Diamonds Ace] [Clubs Eight] [Diamonds Seven],405.0,False,False,248
Lose,[Clubs Four] [Spades Jack] [Hearts Ten],[Clubs Ten] [Spades Two] [Spades Queen],390.0,False,False,242
Win,[Clubs King] [Spades Four],[Spades Four] [Clubs Seven] [Diamonds Two] [Diamonds Two] [Clubs Ten],405.0,False,False,235
Win,[Clubs Ten] [Spades Nine],[Hearts Nine] [Diamonds Five] [Spades Four],420.0,False,False,230
Push,[Hearts Eight] [Spades King],[Spades Eight] [Diamonds Ten],420.0,False,False,226
Win,[Hearts Six] [Diamonds Three] [Spades Six],[Clubs Six] [Spades Six] [Clubs Jack],450.0,True,False,220
Win,[Clubs Six] [Clubs Two] [Diamonds Three],[Hearts Jack] [Diamonds Six] [Diamonds Ten],465.0,False,False,214
Win,[Hearts Nine] [Diamonds King],[Hearts Four] [Spades King] [Spades Two] [Diamonds Two],480.0,False,False,208
Win,[Hearts Four] [Clubs Two] [Hearts Queen] [Hearts Ace],[Spades Seven] [Diamonds Three] [Hearts Three] [Hearts Jack],495.0,False,False,200
Lose,[Spades Jack] [Clubs Three],[Clubs Three] [Clubs Four] [Diamonds Two] [Spades Nine],480.0,False,False,194
Win,[Clubs Jack] [Spades Six] [Spades Two],[Hearts Ten] [Hearts Five] [Clubs Ace] [Spades Queen],495.0,False,False,187
Lose,[Spades Seven] [Diamonds King],[Hearts Jack] [Diamonds King],480.0,False,False,183
Lose,[Hearts Three] [Spades Four] [Diamonds King],[Hearts Four] [Spades Three] [Diamonds Seven] [Clubs Six],465.0,False,True,174
Lose,[Clubs Three] [Spades King],[Hearts Four] [Spades Three] [Diamonds Seven] [Clubs Six],450.0,False,True,174
Blackjack,[Hearts Ace] [Clubs Ten],[Clubs Nine] [Hearts Ace],472.5,False,False,170
Win,[Hearts Six] [Hearts King],[Hearts Two] [Diamonds King] [Clubs Three] [Spades Seven],487.5,False,False,164
Win,[Clubs Ten] [Clubs Jack],[Hearts Jack] [Hearts Nine],502.5,False,False,160
Win,[Hearts Queen] [Spades Seven],[Spades Five] [Diamonds Ace] [Diamonds Ten] [Diamonds Eight],517.5,False,False,154
Blackjack,[Clubs Ace] [Spades King],[Hearts Seven] [Clubs Two] [Spades Two] [Diamonds Nine],540.0,False,False,148
Blackjack,[Clubs Queen] [Diamonds Ace],[Spades Ten] [Spades Ace],562.5,False,False,144
Blackjack,[Diamonds Ace] [Diamonds Ten],[Clubs Six] [Spades Eight] [Hearts Two] [Clubs Five],585.0,False,False,138
Blackjack,[Hearts Five] [Hearts Ace] [Spades Five],[Diamonds Two] [Hearts King] [Diamonds Ten],607.5,False,False,132
Lose,[Hearts Queen] [Clubs Five] [Hearts Queen],[Spades King] [Diamonds Ace],592.5,False,False,127
Lose,[Clubs Seven] [Spades Ace] [Spades Jack],[Hearts Jack] [Spades Queen],577.5,False,False,122
Win,[Hearts Four] [Spades Queen] [Diamonds Six],[Clubs Jack] [Hearts Three] [Hearts Three] [Hearts Seven],592.5,False,False,115
Lose,[Spades Eight] [Clubs Queen],[Diamonds Seven] [Hearts Two] [Spades Ace],577.5,False,False,110
Lose,[Diamonds Ten] [Spades Six],[Clubs Five] [Spades Nine] [Diamonds Three],562.5,False,False,105
Win,[Diamonds Five] [Clubs Seven],[Diamonds Four] [Spades Ace] [Diamonds Ace] [Diamonds King] [Clubs Nine],577.5,False,False,98
Lose,[Spades Six] [Hearts Six] [Diamonds Queen],[Diamonds Nine] [Spades Ace],562.5,False,False,93
Win,[Clubs Seven] [Clubs Four] [Spades Ace],[Spades Four] [Spades Ten] [Clubs Eight],592.5,True,False,87
Lose,[Diamonds Four] [Diamonds Seven] [Diamonds Six],[Diamonds Five] [Spades Nine] [Diamonds Five],562.5,True,True,77
Lose,[Clubs Four] [Hearts Two] [Clubs Two] [Spades Queen],[Diamonds Five] [Spades Nine] [Diamonds Five],532.5,True,True,77
Lose,[Hearts Ace] [Diamonds Two] [Clubs Seven],[Hearts Nine] [Hearts Seven] [Clubs Five],517.5,False,False,71
Lose,[Spades Eight] [Diamonds Four] [Clubs Four] [Clubs Nine],[Hearts Eight] [Diamonds Eight] [Hearts Six],502.5,False,True,61
Lose,[Diamonds Eight] [Spades Eight] [Spades Eight],[Hearts Eight] [Diamonds Eight] [Hearts Six],487.5,False,True,61
Win,[Clubs Queen] [Clubs Three],[Hearts Four] [Spades Jack] [Diamonds Nine],502.5,False,False,56
Lose,[Spades Seven] [Clubs Jack],[Clubs Three] [Clubs Eight] [Clubs Nine],487.5,False,False,51
Lose,[Spades Nine] [Diamonds Six] [Hearts Eight],[Hearts Eight] [Spades Ten],472.5,False,False,46
Lose,[Hearts Five] [Hearts Three] [Diamonds Five] [Spades Ten],[Hearts Nine] [Diamonds Jack],457.5,False,False,40
Lose,[Clubs King] [Spades Two] [Clubs King],[Clubs Ace] [Diamonds Seven],442.5,False,False,35
Push,[Diamonds Four] [Clubs Five] [Spades Jack],[Hearts King] [Spades Nine],442.5,False,False,30
Win,[Diamonds Queen] [Diamonds Eight],[Hearts Five] [Diamonds Nine] [Spades Three],457.5,False,False,25
Lose,[Hearts Six] [Spades Three] [Clubs Eight],[Diamonds Five] [Clubs Four] [Diamonds Nine],427.5,True,False,19
Win,[Clubs Queen] [Diamonds Three],[Diamonds Six] [Diamonds Queen] [Diamonds Queen],442.5,False,False,14
Lose,[Clubs Eight] [Clubs Ten],[Diamonds Three] [Hearts Six] [Spades King],427.5,False,False,307
Win,[Hearts Ace] [Clubs Six] [Spades Jack],[Clubs Seven] [Spades Five] [Diamonds King],442.5,False,False,301
Push,[Hearts Six] [Diamonds Eight] [Clubs Six],[Clubs Ten] [Diamonds Jack],442.5,False,False,296
Lose,[Spades Six] [Clubs Four] [Diamonds Seven],[Hearts Seven] [Hearts Six] [Diamonds Ace] [Diamonds Ace] [Clubs Five],412.5,True,False,288
Win,[Diamonds Four] [Clubs Nine] [Diamonds Seven],[Spades Ten] [Spades Eight],427.5,False,False,283
Win,[Diamonds Eight] [Diamonds Six],[Spades Two] [Clubs Seven] [Hearts Six] [Spades Ace] [Hearts Nine],442.5,False,True,274
Win,[Hearts Eight] [Spades Nine],[Spades Two] [Clubs Seven] [Hearts Six] [Spades Ace] [Hearts Nine],457.5,False,True,274
Lose,[Hearts Ace] [Clubs Three] [Clubs Eight] [Spades Jack],[Spades Two] [Diamonds Four] [Diamonds Ace],442.5,False,False,267
Blackjack,[Clubs Ace] [Hearts Ten],[Diamonds Nine] [Diamonds Two] [Clubs Nine],465.0,False,False,262
Lose,[Hearts Six] [Diamonds Eight] [Spades Ten],[Spades Ace] [Diamonds Jack],450.0,False,False,257
Win,[Clubs Three] [Spades Eight] [Diamonds Five],[Clubs Four] [Diamonds Queen] [Spades Nine],480.0,True,False,251
Win,[Hearts Five] [Clubs Three] [Hearts Three],[Diamonds Jack] [Diamonds Three] [Clubs Queen],495.0,False,False,245
Lose,[Clubs Two] [Spades Six] [Spades Queen],[Spades Queen] [Clubs Queen],480.0,False,False,240
Push,[Hearts Five] [Diamonds Two] [Hearts King],[Diamonds Six] [Spades Ace],480.0,False,False,235
Lose,[Hearts Queen] [Spades Three] [Diamonds Queen],[Clubs Jack] [Hearts Five] [Hearts Jack],465.0,False,False,229
Win,[Diamonds Three] [Clubs Seven] [Spades Queen],[Hearts Seven] [Clubs Ace],495.0,True,False,224
Lose,[Clubs Jack] [Spades Five],[Spades Four] [Clubs King] [Diamonds Five],480.0,False,False,219
Win,[Diamonds Nine] [Spades King],[Clubs Five] [Clubs Eight] [Clubs Queen],495.0,False,False,214
Lose,[Spades Two] [Hearts Four] [Clubs Seven] [Clubs Nine],[Diamonds Ace] [Spades Six],480.0,False,False,208
Lose,[Spades Three] [Clubs King] [Spades King],[Hearts Jack] [Clubs King],465.0,False,False,203
Lose,[Spades Six] [Hearts Four] [Spades Nine],[Clubs Three] [Diamonds Jack] [Hearts Eight],435.0,True,False,197
Win,[Clubs Ace] [Diamonds Seven],[Hearts Seven] [Clubs Five] [Spades Four] [Spades Ten],450.0,False,False,191
Win,[Spades Queen] [Clubs Jack],[Spades King] [Hearts Seven],465.0,False,False,187
Win,[Hearts Eight] [Diamonds Queen],[Diamonds Queen] [Spades Six] [Hearts Six],480.0,False,True,179
Lose,[Clubs Eight] [Diamonds Four] [Hearts Queen],[Diamonds Queen] [Spades Six] [Hearts Six],465.0,False,True,179
Win,[Hearts Five] [Clubs Two] [Spades Three],[Clubs Jack] [Clubs Two] [Spades Ace] [Hearts Jack],480.0,False,False,172
Win,[Clubs Five] [Spades Five] [Spades Jack],[Spades Four] [Diamonds Two] [Spades Five] [Diamonds Ace] [Spades Seven],510.0,True,False,164
Win,[Hearts Eight] [Spades Five],[Diamonds Five] [Spades Ten] [Diamonds Nine],525.0,False,False,159
Lose,[Diamonds Jack] [Spades Eight],[Diamonds King] [Clubs Four] [Clubs Six],510.0,False,False,154
Lose,[Clubs Nine] [Clubs Five] [Hearts Nine],[Diamonds Ace] [Diamonds Ten],495.0,False,False,149
Lose,[Clubs Jack] [Hearts Five] [Spades Ace] [Clubs King],[Hearts Jack] [Diamonds Eight],480.0,False,False,143
Lose,[Diamonds King] [Hearts King],[Clubs Two] [Hearts Two] [Spades Two] [Hearts Nine] [Spades Six],465.0,False,False,136
Lose,[Hearts Eight] [Diamonds Three] [Spades Seven],[Hearts King] [Diamonds King],435.0,True,False,131
Lose,[Spades Two] [Diamonds Seven] [Spades King],[Hearts Ace] [Spades Nine],420.0,False,False,126
Blackjack,[Hearts Jack] [Clubs Ace],[Diamonds Five] [Clubs Two] [Diamonds Six] [Hearts Ace] [Clubs Ten],442.5,False,False,119
Lose,[Spades Seven] [Hearts Three] [Diamonds Three] [Diamonds Four],[Spades Queen] [Clubs Jack],427.5,False,False,113
Push,[Hearts Ten] [Hearts Ten],[Hearts King] [Diamonds Queen],427.5,False,False,109
Lose,[Hearts Three] [Hearts Three] [Spades Jack] [Spades Nine],[Hearts Ace] [Diamonds Five] [Hearts Four],412.5,False,False,102
Win,[Spades Queen] [Diamonds Ten],[Hearts Three] [Spades Ace] [Diamonds Eight] [Diamonds Jack],427.5,False,False,96
Lose,[Hearts Two] [Spades Eight] [Diamonds Five],[Hearts Five] [Spades Three] [Spades Eight] [Hearts Two],397.5,True,False,89
Win,[Clubs King] [Clubs Queen],[Hearts Eight] [Hearts Four] [Clubs Six],412.5,False,False,84
Push,[Spades Two] [Clubs Ten] [Clubs Three] [Diamonds Two],[Hearts Ten] [Clubs Seven],412.5,False,False,78
Win,[Hearts Three] [Diamonds Queen],[Clubs Six] [Hearts Ten] [Diamonds Ten],427.5,False,False,73
Lose,[Hearts Four] [Diamonds King],[Diamonds Two] [Diamonds Two] [Diamonds Six] [Hearts Nine],412.5,False,False,67
Win,[Spades Four] [Diamonds Six] [Hearts Queen],[Spades Nine] [Hearts Queen],442.5,True,False,62
Win,[Clubs Four] [Clubs Ace] [Spades Four],[Spades Ten] [Clubs Six] [Diamonds Six],457.5,False,False,56
Lose,[Spades Eight] [Clubs King],[Diamonds Nine] [Hearts Ace],442.5,False,False,52
Lose,[Diamonds Ten] [Diamonds Three] [Spades Seven],[Spades Jack] [Clubs Three] [Clubs Eight],427.5,False,False,46
Lose,[Diamonds Ten] [Spades Seven],[Diamonds Nine] [Clubs Nine],412.5,False,False,42
Lose,[Hearts Two] [Clubs Queen] [Spades Three] [Clubs Ten],[Clubs Nine] [Clubs Five] [Clubs Eight],397.5,False,False,35
Win,[Spades Four] [Diamonds Nine],[Clubs Four] [Hearts Ten] [Clubs Queen],412.5,False,False,30
Blackjack,[Clubs Ace] [Hearts King],[Hearts Jack] [Diamonds Seven],435.0,False,False,26
Win,[Spades Seven] [Diamonds Eight],[Spades Five] [Spades Jack] [Clubs Seven],450.0,False,False,21
Win,[Hearts Nine] [Diamonds Ten],[Hearts Queen] [Hearts Two] [Hearts Queen],465.0,False,False,16
Win,[Clubs Two] [Diamonds Seven] [Clubs Ten],[Hearts Seven] [Hearts Two] [Diamonds Four] [Diamonds Four],480.0,False,False,9
Lose,[Diamonds Nine] [Spades Jack],[Hearts Four] [Diamonds Queen] [Spades Seven],465.0,False,False,307
Blackjack,[Diamonds Three] [Hearts Eight] [Diamonds Ten],[Clubs Eight] [Hearts Four] [Diamonds King],510.0,True,False,301
Win,[Spades Jack] [Clubs Five],[Clubs Three] [Diamonds King] [Clubs Nine],525.0,False,False,296
Blackjack,[Clubs Nine] [Hearts Two] [Hearts Ten],[Hearts Nine] [Hearts King],570.0,True,False,291
Win,[Hearts Seven] [Spades Queen],[Diamonds Eight] [Clubs Six] [Diamonds Ten],585.0,False,False,286
Lose,[Spades Seven] [Clubs Eight],[Diamonds Two] [Spades Four] [Diamonds Nine] [Clubs Three],570.0,False,False,280
Lose,[Hearts Three] [Clubs Three] [Hearts Four],[Hearts King] [Hearts Jack],555.0,False,False,275
Win,[Hearts Ten] [Clubs King],[Hearts Ten] [Hearts Two] [Hearts Six],570.0,False,False,270
Win,[Diamonds King] [Spades Three],[Hearts Three] [Diamonds Five] [Diamonds Four] [Spades Three] [Diamonds Eight],585.0,False,False,263
Win,[Clubs Seven] [Hearts Six],[Diamonds Five] [Diamonds Ten] [Clubs King],600.0,False,False,258
Blackjack,[Diamonds Ace] [Spades Three] [Spades Seven],[Diamonds Four] [Hearts Five] [Diamonds King],622.5,False,False,252
Win,[Diamonds Eight] [Hearts Ace],[Diamonds Nine] [Diamonds Five] [Clubs Queen],637.5,False,False,247
Blackjack,[Spades King] [Spades Ace],[Spades Ten] [Diamonds Seven],660.0,False,False,243
Blackjack,[Clubs Seven] [Spades Eight] [Spades Six],[Spades Seven] [Diamonds Ace],682.5,False,False,238
Lose,[Clubs Seven] [Hearts King],[Hearts King] [Spades Nine],667.5,False,False,234
Win,[Spades Two] [Hearts Eight] [Clubs Nine],[Spades Five] [Spades Two] [Diamonds Jack],697.5,True,False,228
Lose,[Hearts Six] [Clubs King],[Hearts Six] [Hearts Three] [Hearts Ten],682.5,False,False,223
Lose,[Spades Seven] [Hearts Five] [Hearts Queen],[Diamonds Queen] [Diamonds Two] [Clubs Ace] [Hearts Five],667.5,False,False,216
Win,[Hearts Queen] [Diamonds Jack],[Diamonds Queen] [Clubs Eight],682.5,False,False,212
Win,[Spades Two] [Clubs Seven] [Clubs Two],[Hearts Three] [Diamonds Jack] [Spades Ace] [Spades Eight],712.5,True,False,205
Lose,[Diamonds Two] [Hearts Nine] [Hearts Ace],[Hearts Eight] [Diamonds Ace],682.5,True,False,200
Push,[Diamonds Three] [Hearts Four] [Diamonds Eight] [Clubs Five],[Clubs Ten] [Spades Jack],682.5,False,False,194
Lose,[Spades Two] [Diamonds Three] [Diamonds Five],[Clubs Jack] [Diamonds Jack],667.5,False,False,189
Lose,[Spades Four] [Spades Six] [Diamonds Six] [Spades Ten],[Hearts King] [Diamonds King],652.5,False,False,183
Lose,[Hearts Six] [Clubs Four] [Spades Four] [Hearts Jack],[Clubs Jack] [Spades King],637.5,False,False,177
Lose,[Clubs Five] [Hearts Three] [Hearts Nine],[Clubs Six] [Clubs Four] [Diamonds Ten],622.5,False,False,171
Lose,[Clubs Nine] [Spades Three] [Spades Queen],[Spades Three] [Hearts Nine] [Diamonds Three] [Diamonds Five],607.5,False,False,164
Lose,[Diamonds Jack] [Spades Five] [Diamonds Queen],[Clubs Jack] [Hearts Three] [Spades Five],592.5,False,False,158
Win,[Clubs Jack] [Spades Four],[Spades Six] [Spades Eight] [Spades Two] [Diamonds Six],607.5,False,False,152
Lose,[Clubs Two] [Clubs Queen] [Clubs Three] [Hearts Seven],[Diamonds Eight] [Spades Six] [Spades Nine],592.5,False,False,145
Lose,[Spades Ace] [Clubs Five] [Spades Six] [Hearts Jack],[Diamonds Ten] [Spades Nine],577.5,False,False,139
